PARAM,FORMULATION,NODE_MULT,VERTIPORTS,ANG_CUTOFF,HORIZON,LANES,MARGIN,NUM_VEHICLES,PARKING_CAP,AIR_SPEED,MAX_ENDURANCE,OPERATIONAL_CAP,NETWORKS,WEATHER_SCEN,DEM_MIN_VERT,DEMAND_ALPHA,TIME_DISC,NUM_ROUTES,ROUTE_SEEDING,PP_ALGO,TPR,KNN,SEEDS
11,FBF,2.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
12,FBF,10.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
13,FBF,1.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
14,FBF,2.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
15,FBF,10.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
16,FBF,1.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
17,FBF,2.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
18,FBF,10.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
19,FBF,1.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
20,FBF,2.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
21,FBF,10.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
22,FBF,1.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
23,FBF,2.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
24,FBF,10.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
25,FBF,1.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
26,FBF,2.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
27,FBF,10.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
28,FBF,1.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
29,FBF,2.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
30,FBF,10.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
31,FBF,1.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
32,FBF,2.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
33,FBF,10.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
34,FBF,1.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
35,FBF,2.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
36,FBF,10.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
37,FBF,1.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
38,FBF,2.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
39,FBF,10.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
40,FBF,1.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
41,FBF,2.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
42,FBF,10.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
43,FBF,1.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
44,FBF,2.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
45,FBF,10.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
46,FBF,1.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
47,FBF,2.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
48,FBF,10.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
49,FBF,1.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
50,FBF,2.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
51,FBF,10.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
52,FBF,1.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
53,FBF,2.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
54,FBF,10.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
55,FBF,1.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,120310
56,FBF,2.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,120310
57,FBF,10.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,120310
58,FBF,1.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,120310
59,FBF,2.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,120310
60,FBF,10.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,120310
61,FBF,1.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,120310
62,FBF,2.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,120310
63,FBF,10.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,120310
64,FBF,1.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,120310
65,FBF,2.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,120310
66,FBF,10.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,120310
67,FBF,1.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,120310
68,FBF,2.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,120310
69,FBF,10.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,120310
70,FBF,1.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,120310
71,FBF,2.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,120310
72,FBF,10.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,120310
73,FBF,1.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,120310
74,FBF,2.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,120310
75,FBF,10.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,120310
76,FBF,1.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,120310
77,FBF,2.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,120310
78,FBF,10.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,120310
79,FBF,1.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,120310
80,FBF,2.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,120310
81,FBF,10.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,120310
82,FBF,1.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,25251
83,FBF,2.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,25251
84,FBF,10.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,25251
85,FBF,1.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,25251
86,FBF,2.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,25251
87,FBF,10.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,25251
88,FBF,1.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,25251
89,FBF,2.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,25251
90,FBF,10.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,25251
91,FBF,1.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,25251
92,FBF,2.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,25251
93,FBF,10.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,25251
94,FBF,1.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,25251
95,FBF,2.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,25251
96,FBF,10.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,25251
97,FBF,1.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,25251
98,FBF,2.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,25251
99,FBF,10.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,25251
100,FBF,1.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,25251
101,FBF,2.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,25251
102,FBF,10.0,50,30.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,25251
103,FBF,1.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,25251
104,FBF,2.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,25251
105,FBF,10.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,25251
106,FBF,1.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,25251
107,FBF,2.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,25251
108,FBF,10.0,50,-1.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,25251
